Date,Branch,Core Retail Sales,Service Channel Sales,Priority Sales,Customer Count
2025-06-04,B008,2693.08,449.13,1192.12,42
2025-06-05,B001,5511.56,2210.42,2206.03,108
2025-06-05,B002,4251.37,1128.41,1774.7,75
2025-06-05,B003,3692.52,677.18,1329.35,55
2025-06-05,B004,5493.03,2271.04,2312.54,117
2025-06-05,B005,4391.37,1049.37,1853.24,82
2025-06-05,B006,2969.91,503.79,1158.44,53
2025-06-05,B008,2690.69,430.84,1164.73,43
2025-06-06,B001,4298.81,1761.17,1765.37,84
2025-06-06,B002,3449.34,848.97,1349.18,55
2025-06-06,B003,3493.81,704.85,1568.73,60
2025-06-06,B004,4408.94,2025.8,1823.88,81
2025-06-06,B005,3281.16,690.9,1452.88,52
2025-06-06,B006,2407.61,434.72,925.52,43
2025-06-06,B008,2116.65,346.81,813.16,36
2025-06-07,B001,5198.25,2119.53,2362.73,105
2025-06-07,B002,3965.42,990.08,1603.81,70
2025-06-07,B003,4017.35,838.91,1688.41,62
2025-06-07,B004,4784.37,2215.34,2314.26,105
2025-06-07,B005,4398.23,885.92,1852.18,76
2025-06-07,B006,3164.41,592.07,1479.91,55
2025-06-07,B008,2915.47,452.59,1341.87,46
2025-06-08,B001,5719.95,2000.34,2401.85,99
2025-06-08,B002,4032.48,1107.24,1699.56,67
2025-06-08,B003,3577.55,658.6,1580.53,64
2025-06-08,B004,5291.06,2278.46,2079.02,99
2025-06-08,B005,3656.85,864.26,1727.04,65
2025-06-08,B006,2639.03,477.41,1061.38,45
2025-06-08,B008,2547.66,385.68,1178.52,44
2025-06-09,B001,4730.92,1957.78,1995.43,89
2025-06-09,B002,4050.88,930.92,1541.36,74
2025-06-09,B003,3731.85,769.94,1827.14,59
2025-06-09,B004,4395.27,1946.56,1983.03,81
2025-06-09,B005,3680.63,766.19,1794.74,57
2025-06-09,B006,2989.82,558.22,1246.86,51
2025-06-09,B008,2748.45,435.66,1037.58,40
2025-06-10,B001,5301.47,2033.16,2111.65,95
2025-06-10,B002,3881.3,910.26,1572.69,62
2025-06-10,B003,3488.97,706.94,1670.8,56
2025-06-10,B004,4549.09,1799.43,1812.53,90
2025-06-10,B005,3900.2,774.17,1727.57,65
2025-06-10,B006,2722.13,437.44,1283.18,40
2025-06-10,B008,2483.9,421.08,1106.77,39
2025-06-11,B001,5164.68,2019.25,2193.35,96
2025-06-11,B002,4204.88,1014.19,1864.1,77
2025-06-11,B003,3752.92,656.61,1758.53,65
2025-06-11,B004,5328.32,2131.18,2254.4,110
2025-06-11,B005,3942.67,922.93,1756.57,65
2025-06-11,B006,2998.97,505.08,1222.46,46
2025-06-11,B008,2380.5,418.89,921.58,38
2025-06-12,B001,6081.39,2149.85,2822.57,123
2025-06-12,B002,4216.22,1148.09,1745.83,75
2025-06-12,B003,3951.06,799.44,1558.91,71
2025-06-12,B004,4676.53,1915.59,2257.82,81
2025-06-12,B005,3728.31,854.65,1599.88,66
2025-06-12,B006,3011.65,506.51,1329.02,51
2025-06-12,B008,2878.95,461.29,1075.91,44
2025-06-13,B001,4527.19,1744.47,2021.31,78
2025-06-13,B002,3389.95,794.0,1397.34,59
2025-06-13,B003,2971.06,620.47,1240.69,50
2025-06-13,B004,3971.23,1899.81,1597.25,82
2025-06-13,B005,3646.67,789.67,1656.91,59
2025-06-13,B006,2567.1,428.82,1179.69,37
2025-06-13,B008,2172.85,384.47,908.63,35
2025-06-14,B001,5563.35,2402.92,2433.68,107
2025-06-14,B002,4688.76,1126.1,1871.02,84
2025-06-14,B003,4155.06,720.37,1939.8,63
2025-06-14,B004,4795.05,2080.32,2073.01,85
2025-06-14,B005,3859.46,772.0,1567.85,68
2025-06-14,B006,2883.5,516.74,1125.4,43
2025-06-14,B008,2514.62,401.74,1205.32,38
2025-06-15,B001,5406.51,2241.92,2067.87,97
2025-06-15,B002,4208.61,1068.24,2011.7,70
2025-06-15,B003,3501.31,696.44,1522.78,62
2025-06-15,B004,4328.24,1971.99,1753.94,80
2025-06-15,B005,3803.59,895.64,1799.37,67
2025-06-15,B006,2930.82,527.19,1059.45,44
2025-06-15,B008,2574.75,404.0,940.69,40
2025-06-16,B001,4896.22,1905.1,1903.18,102
2025-06-16,B002,4269.69,1044.65,1784.43,70
2025-06-16,B003,3703.72,668.44,1472.86,60
2025-06-16,B004,4607.84,1791.6,2001.13,96
2025-06-16,B005,3891.94,786.16,1655.0,60
2025-06-16,B006,2665.94,438.45,1153.57,42
2025-06-16,B008,2722.0,418.26,1197.89,40
2025-06-17,B001,5126.94,1808.95,2363.42,97
2025-06-17,B002,4475.92,1028.62,2002.2,76
2025-06-17,B003,3573.75,657.6,1562.46,64
2025-06-17,B004,4486.76,2144.64,1974.66,81
2025-06-17,B005,3914.01,800.53,1431.88,60
2025-06-17,B006,2685.13,462.63,1231.15,40
2025-06-17,B008,2443.28,365.16,1180.99,35
2025-06-18,B001,5530.83,2307.0,2000.97,102
2025-06-18,B002,3747.47,927.53,1360.17,67
2025-06-18,B003,3723.05,669.5,1593.56,63
2025-06-18,B004,4733.57,2136.99,1791.06,89
2025-06-18,B005,3520.61,785.37,1571.1,65
2025-06-18,B006,2672.45,452.55,1236.26,41
2025-06-18,B008,2372.26,397.35,856.58,38
2025-06-19,B001,5096.53,2140.53,2272.1,91
2025-06-19,B002,3752.08,1007.98,1667.51,68
2025-06-19,B003,3659.88,761.34,1364.95,62
2025-06-19,B004,5369.96,2318.05,2063.32,104
2025-06-19,B005,3965.12,943.9,1438.52,70
2025-06-19,B006,2985.92,510.5,1227.64,51
2025-06-19,B008,2644.46,418.68,1166.95,44
2025-06-20,B001,5056.85,1967.1,2354.2,92
2025-06-20,B002,3771.44,1017.65,1757.23,72
2025-06-20,B003,3273.19,597.53,1242.9,48
2025-06-20,B004,4494.81,1749.84,1841.46,77
2025-06-20,B005,3493.25,785.67,1360.85,61
2025-06-20,B006,2293.2,441.01,1096.76,38
2025-06-20,B008,2334.29,359.43,882.4,36
2025-06-21,B001,5646.27,2376.78,2259.47,104
2025-06-21,B002,4286.53,994.58,2098.0,65
2025-06-21,B003,3480.97,718.46,1668.17,59
2025-06-21,B004,4905.49,2324.76,1841.47,102
2025-06-21,B005,4324.24,991.62,1987.02,66
2025-06-21,B006,2905.23,504.14,1213.2,42
2025-06-21,B008,2892.91,509.33,1144.42,43
2025-06-22,B001,4917.56,1780.99,2257.74,88
2025-06-22,B002,3840.42,973.01,1497.83,69
2025-06-22,B003,3800.2,704.53,1708.03,61
2025-06-22,B004,4774.2,2095.41,2160.63,95
2025-06-22,B005,4166.97,913.17,1574.6,74
2025-06-22,B006,2548.24,472.25,922.34,43
2025-06-22,B008,2543.73,432.89,1242.54,38
2025-06-23,B001,4648.67,1984.08,2269.16,83
2025-06-23,B002,4055.08,978.51,1701.03,72
2025-06-23,B003,3624.18,630.9,1651.15,59
2025-06-23,B004,4586.62,2016.18,2093.89,87
2025-06-23,B005,3855.76,909.28,1782.52,64
2025-06-23,B006,2776.28,520.37,1014.77,40
2025-06-23,B008,2619.41,418.16,1193.33,41
2025-06-24,B001,5198.29,2080.73,1904.7,103
2025-06-24,B002,3979.57,956.31,1860.81,67
2025-06-24,B003,3571.1,694.92,1310.92,57
2025-06-24,B004,4352.81,2009.41,1822.61,82
2025-06-24,B005,3548.22,821.66,1709.96,57
2025-06-24,B006,2626.89,456.04,1099.66,45
2025-06-24,B008,2632.23,445.55,1016.7,42
2025-06-25,B001,4898.74,1987.21,2341.26,87
2025-06-25,B002,4265.95,987.38,1599.06,72
2025-06-25,B003,3533.96,676.19,1448.68,54
2025-06-25,B004,4654.94,2206.59,1904.93,95
2025-06-25,B005,4028.79,956.55,1746.54,65
2025-06-25,B006,2598.83,490.79,996.01,40
2025-06-25,B008,2568.19,403.33,1181.17,41
2025-06-26,B001,5691.35,2029.57,2146.23,112
2025-06-26,B002,4328.47,1029.21,1816.33,67
2025-06-26,B003,3868.05,668.44,1836.36,65
2025-06-26,B004,5075.4,2163.12,2097.76,108
2025-06-26,B005,4148.46,865.68,1788.63,66
2025-06-26,B006,2940.26,550.93,1077.19,51
2025-06-26,B008,2814.7,419.18,1325.72,42
2025-06-27,B001,4954.3,1841.44,2376.33,102
2025-06-27,B002,3522.37,824.65,1575.81,57
2025-06-27,B003,3306.04,641.15,1528.55,57
2025-06-27,B004,4148.08,1810.01,1995.61,88
2025-06-27,B005,3285.59,702.82,1344.67,59
2025-06-27,B006,2440.33,434.74,971.42,42
2025-06-27,B008,2383.65,371.85,1021.43,37
2025-06-28,B001,5583.56,2225.83,2089.42,101
2025-06-28,B002,4199.27,1154.14,1775.77,70
2025-06-28,B003,4036.49,841.14,1603.84,64
2025-06-28,B004,4777.6,2059.45,2337.94,95
2025-06-28,B005,3716.54,825.82,1589.05,60
2025-06-28,B006,2949.77,489.46,1295.61,44
2025-06-28,B008,2989.32,442.09,1085.48,45
2025-06-29,B001,4696.26,1970.72,2178.8,81
2025-06-29,B002,3967.58,959.14,1717.38,65
2025-06-29,B003,3297.13,592.6,1307.68,49
2025-06-29,B004,4586.71,1968.74,1844.36,99
2025-06-29,B005,4029.89,857.38,1830.26,64
2025-06-29,B006,2570.72,426.21,1035.92,42
2025-06-29,B008,2646.88,464.61,1227.21,41
2025-06-30,B001,5131.87,2052.59,2442.61,96
2025-06-30,B002,3830.07,1012.53,1584.94,62
2025-06-30,B003,3883.66,711.64,1764.13,65
2025-06-30,B004,4897.64,1961.77,2199.6,87
2025-06-30,B005,4180.92,891.68,2032.13,72
2025-06-30,B006,2511.16,484.05,1108.54,38
2025-06-30,B008,2628.22,419.08,1149.52,38
2025-07-01,B001,5378.03,2188.09,2155.97,114
2025-07-01,B002,3933.59,982.82,1537.61,67
2025-07-01,B003,3973.72,716.33,1586.71,69
2025-07-01,B004,4937.98,2253.26,2363.99,98
2025-07-01,B005,3491.75,763.89,1484.02,62
2025-07-01,B006,3024.25,557.2,1294.6,46
2025-07-01,B008,2373.96,413.45,1108.35,34
2025-07-02,B001,5487.04,1963.58,2492.18,102
2025-07-02,B002,4165.06,1045.92,1501.65,64
2025-07-02,B003,3734.43,724.13,1386.67,61
2025-07-02,B004,4319.59,1859.97,1925.1,87
2025-07-02,B005,3937.57,832.87,1874.2,67
2025-07-02,B006,2647.75,447.73,1063.04,42
2025-07-02,B008,2403.23,365.93,950.65,42
2025-07-03,B001,5510.55,2149.69,2131.78,107
2025-07-03,B002,4060.16,943.3,1833.43,71
2025-07-03,B003,3605.75,631.44,1585.54,59
2025-07-03,B004,5010.99,1970.47,2110.61,91
2025-07-03,B005,3744.31,751.47,1555.54,65
2025-07-03,B006,2960.9,531.66,1387.78,45
2025-07-03,B008,2754.76,432.88,1284.45,41
2025-07-04,B001,4695.84,1839.78,2284.89,84
2025-07-04,B002,3538.18,820.35,1647.63,54
2025-07-04,B003,3154.5,595.78,1416.32,48
2025-07-04,B004,4225.41,1701.84,1644.08,74
2025-07-04,B005,3411.68,810.12,1402.1,55
2025-07-04,B006,2522.63,469.57,1197.52,41
2025-07-04,B008,2053.11,332.69,832.92,33
2025-07-05,B001,4934.54,2035.18,2164.18,102
2025-07-05,B002,3767.34,1002.42,1746.46,67
2025-07-05,B003,3820.43,768.6,1639.95,63
2025-07-05,B004,4806.95,2117.52,2072.92,85
2025-07-05,B005,3922.7,834.47,1827.23,63
2025-07-05,B006,3077.55,536.5,1422.91,48
2025-07-05,B008,2521.7,422.98,933.35,36
2025-07-06,B001,5240.85,2032.06,2290.15,99
2025-07-06,B002,3973.44,1058.17,1521.44,62
2025-07-06,B003,3324.94,586.68,1548.85,50
2025-07-06,B004,4624.97,1979.54,2061.91,98
2025-07-06,B005,4023.86,950.95,1921.08,65
2025-07-06,B006,2537.95,418.38,962.89,40
2025-07-06,B008,2506.42,413.95,966.07,38
2025-07-07,B001,4943.81,1952.75,2366.68,97
2025-07-07,B002,4341.27,1071.19,2117.39,76
2025-07-07,B003,3345.91,578.49,1633.59,54
2025-07-07,B004,4442.27,1815.51,1812.44,84
2025-07-07,B005,3464.72,790.94,1616.98,59
2025-07-07,B006,2959.72,558.63,1156.01,46
2025-07-07,B008,2523.01,396.89,1033.84,40
2025-07-08,B001,5143.2,2073.09,2169.06,105
2025-07-08,B002,3815.59,1036.28,1790.26,71
2025-07-08,B003,3924.31,771.83,1481.25,70
2025-07-08,B004,4205.34,1894.88,1780.0,84
2025-07-08,B005,4264.83,861.4,1891.41,71
2025-07-08,B006,2739.18,509.89,1201.34,45
2025-07-08,B008,2398.01,391.06,1035.38,38
2025-07-09,B001,5092.75,1844.88,2233.65,92
2025-07-09,B002,4289.09,1016.41,1823.83,73
2025-07-09,B003,3631.86,674.32,1769.33,57
2025-07-09,B004,5047.19,1976.77,2132.94,91
2025-07-09,B005,3521.64,808.22,1718.09,53
2025-07-09,B006,2941.48,515.66,1088.85,43
2025-07-09,B008,2351.03,380.77,1073.06,34
2025-07-10,B001,4852.53,1943.63,2250.37,96
2025-07-10,B002,3778.27,915.2,1742.57,64
2025-07-10,B003,3736.55,707.56,1701.61,61
2025-07-10,B004,5249.53,2406.36,2087.2,115
2025-07-10,B005,4271.36,983.65,1941.36,70
2025-07-10,B006,2640.03,463.54,1008.44,46
2025-07-10,B008,2897.08,498.94,1278.08,48
2025-07-11,B001,4138.73,1611.51,1948.05,82
2025-07-11,B002,3257.74,779.07,1536.1,61
2025-07-11,B003,2931.77,524.16,1280.98,51
2025-07-11,B004,4017.0,1845.32,1582.55,76
2025-07-11,B005,3313.05,770.19,1563.97,57
2025-07-11,B006,2263.58,373.03,1089.71,39
2025-07-11,B008,2217.52,394.57,1020.39,37
2025-07-12,B001,5224.3,2094.32,2023.95,94
2025-07-12,B002,3964.93,1019.6,1816.78,73
2025-07-12,B003,3479.63,650.04,1388.99,53
2025-07-12,B004,5132.76,2216.14,2101.22,95
2025-07-12,B005,3993.94,816.76,1889.68,73
2025-07-12,B006,3136.83,548.23,1405.94,45
2025-07-12,B008,2784.23,415.0,1334.49,42
2025-07-13,B001,5613.94,2150.25,2691.02,97
2025-07-13,B002,3857.94,919.97,1438.15,62
2025-07-13,B003,3462.61,694.15,1583.73,53
2025-07-13,B004,4887.45,1951.55,1973.86,89
2025-07-13,B005,3558.75,788.46,1592.41,55
2025-07-13,B006,2529.75,413.0,944.88,40
2025-07-13,B008,2420.07,378.17,931.97,42
2025-07-14,B001,4571.69,1955.99,2036.04,82
2025-07-14,B002,4280.75,1099.91,1935.11,79
2025-07-14,B003,3863.0,684.52,1720.32,57
2025-07-14,B004,4608.59,2192.99,2195.9,88
2025-07-14,B005,3621.13,789.76,1744.31,58
2025-07-14,B006,3022.12,511.01,1255.71,44
2025-07-14,B008,2696.77,424.65,1027.62,46
2025-07-15,B001,5435.05,2058.98,2191.66,112
2025-07-15,B002,4344.69,1035.53,1812.93,73
2025-07-15,B003,3854.42,749.65,1477.0,62
2025-07-15,B004,4279.54,1948.85,1662.13,82
2025-07-15,B005,4083.26,934.28,1524.8,75
2025-07-15,B006,2825.47,475.37,1180.95,41
2025-07-15,B008,2357.01,393.75,1134.37,36
2025-07-16,B001,4807.99,1953.95,2296.3,90
2025-07-16,B002,3883.28,1057.77,1645.69,68
2025-07-16,B003,3770.76,757.01,1742.47,61
2025-07-16,B004,4092.08,1941.65,1908.29,82
2025-07-16,B005,3789.15,903.46,1540.89,61
2025-07-16,B006,2698.38,488.09,1307.76,47
2025-07-16,B008,2528.64,447.37,936.76,41
2025-07-17,B001,5537.5,2224.85,2120.64,117
2025-07-17,B002,4048.77,950.4,1823.83,62
2025-07-17,B003,3809.9,706.33,1413.6,59
2025-07-17,B004,5227.34,2060.36,2013.06,94
2025-07-17,B005,4019.6,880.5,1479.97,66
2025-07-17,B006,2758.0,489.82,1291.99,44
2025-07-17,B008,2937.63,437.52,1078.95,43
2025-07-18,B001,4171.91,1487.95,1939.62,74
2025-07-18,B002,3407.55,882.45,1614.0,63
2025-07-18,B003,3133.61,645.81,1143.12,55
2025-07-18,B004,4253.45,1810.94,2038.86,91
2025-07-18,B005,3513.75,716.42,1343.63,63
2025-07-18,B006,2314.03,431.12,970.28,40
2025-07-18,B008,2254.06,388.82,842.62,36
2025-07-19,B001,5709.81,2084.96,2652.66,107
2025-07-19,B002,4256.79,1168.85,1907.86,76
2025-07-19,B003,4031.39,779.02,1523.27,61
2025-07-19,B004,5054.04,2299.25,2209.12,103
2025-07-19,B005,3684.04,752.78,1525.08,58
2025-07-19,B006,2900.89,506.02,1393.41,51
2025-07-19,B008,2402.64,416.64,1056.24,36
2025-07-20,B001,4597.58,1782.77,1658.92,93
2025-07-20,B002,3580.48,922.45,1701.8,62
2025-07-20,B003,3730.8,747.83,1678.88,65
2025-07-20,B004,4793.59,2065.25,1982.46,85
2025-07-20,B005,3927.97,785.69,1505.98,64
2025-07-20,B006,2989.4,540.22,1380.31,49
2025-07-20,B008,2296.4,355.57,861.78,36
2025-07-21,B001,4710.76,1776.22,2161.99,87
2025-07-21,B002,3660.78,965.22,1631.66,66
2025-07-21,B003,3293.68,663.14,1479.13,49
2025-07-21,B004,4745.07,1886.42,2121.61,99
2025-07-21,B005,3916.62,823.96,1631.3,66
2025-07-21,B006,2896.08,536.12,1058.9,44
2025-07-21,B008,2767.07,423.52,1278.7,43
2025-07-22,B001,4571.48,1937.81,2074.46,86
2025-07-22,B002,3826.28,899.62,1714.14,66
2025-07-22,B003,3754.24,691.54,1399.39,57
2025-07-22,B004,5048.85,2102.75,1962.42,97
2025-07-22,B005,3710.71,877.47,1405.77,57
2025-07-22,B006,2730.77,471.71,1031.5,41
2025-07-22,B008,2561.09,454.27,989.32,44
2025-07-23,B001,5410.75,1903.77,2043.88,92
2025-07-23,B002,3931.81,919.15,1591.07,60
2025-07-23,B003,3575.02,718.85,1583.52,57
2025-07-23,B004,4209.08,2004.19,1983.11,92
2025-07-23,B005,4041.07,885.2,1977.85,65
2025-07-23,B006,2947.33,498.63,1340.75,44
2025-07-23,B008,2406.9,379.29,1047.8,35
2025-07-24,B001,5483.09,1969.53,2382.85,113
2025-07-24,B002,4538.17,1032.06,1911.41,71
2025-07-24,B003,3325.74,637.23,1404.48,50
2025-07-24,B004,5165.9,2189.97,2021.24,98
2025-07-24,B005,3506.55,804.83,1695.38,63
2025-07-24,B006,2723.25,493.98,1012.49,44
2025-07-24,B008,2506.69,423.58,1181.98,38
2025-07-25,B001,4041.84,1556.1,1860.62,70
2025-07-25,B002,3332.73,882.05,1360.27,57
2025-07-25,B003,3151.3,641.91,1163.43,47
2025-07-25,B004,4079.87,1567.56,1694.65,80
2025-07-25,B005,3601.49,797.13,1668.51,56
2025-07-25,B006,2184.38,413.41,995.31,39
2025-07-25,B008,2403.24,404.0,1142.59,41
2025-07-26,B001,5079.64,2028.1,2070.07,103
2025-07-26,B002,4176.64,955.28,1888.74,74
2025-07-26,B003,4048.89,733.13,1517.37,65
2025-07-26,B004,5224.06,2280.11,2532.02,108
2025-07-26,B005,4140.85,860.74,1680.58,71
2025-07-26,B006,2966.67,501.71,1092.44,48
2025-07-26,B008,2608.27,426.71,980.59,39
2025-07-27,B001,5221.27,2045.35,2078.04,96
2025-07-27,B002,4058.2,1106.56,1887.64,64
2025-07-27,B003,3175.72,650.6,1332.29,57
2025-07-27,B004,5080.48,2073.53,2460.79,106
2025-07-27,B005,3562.59,812.32,1512.4,55
2025-07-27,B006,2734.92,494.24,1088.8,40
2025-07-27,B008,2559.34,388.38,1036.72,40
2025-07-28,B001,5260.39,1952.14,1936.79,90
2025-07-28,B002,3619.83,987.42,1606.51,63
2025-07-28,B003,3390.81,663.92,1364.53,54
2025-07-28,B004,4703.72,2177.2,1965.61,97
2025-07-28,B005,3440.62,798.34,1315.44,60
2025-07-28,B006,2686.07,516.58,1235.77,48
2025-07-28,B008,2440.82,394.09,931.48,35
2025-07-29,B001,5326.02,1973.69,2591.2,92
2025-07-29,B002,4013.76,1037.05,1525.04,72
2025-07-29,B003,3208.62,589.94,1207.86,54
2025-07-29,B004,4319.06,1877.58,1574.34,87
2025-07-29,B005,3647.72,780.95,1569.18,65
2025-07-29,B006,2588.89,493.45,1068.16,42
2025-07-29,B008,2334.0,376.99,937.4,41
2025-07-30,B001,5121.55,2208.63,2064.32,95
2025-07-30,B002,3899.15,934.15,1882.2,59
2025-07-30,B003,3599.95,640.1,1560.51,53
2025-07-30,B004,4512.58,2018.67,2053.74,81
2025-07-30,B005,3468.75,769.02,1387.68,59
2025-07-30,B006,2915.97,509.36,1084.81,51
2025-07-30,B008,2572.32,425.26,1000.32,37
2025-07-31,B001,5150.18,1796.48,2214.54,95
2025-07-31,B002,4246.14,975.36,1811.12,76
2025-07-31,B003,3502.7,680.58,1690.55,52
2025-07-31,B004,4785.22,1889.67,2253.81,93
2025-07-31,B005,3820.93,803.76,1550.06,57
2025-07-31,B006,3079.54,501.75,1400.03,49
2025-07-31,B008,2838.91,488.47,1128.53,42
2025-08-01,B001,4863.91,1859.65,2317.83,99
2025-08-01,B002,3531.18,810.9,1366.61,59
2025-08-01,B003,3260.5,679.48,1201.8,48
2025-08-01,B004,4391.46,1709.87,1814.68,76
2025-08-01,B005,3226.94,716.08,1459.65,50
2025-08-01,B006,2240.0,372.14,917.57,35
2025-08-01,B008,1983.51,342.66,929.27,33
2025-08-02,B001,5298.39,2043.79,1925.91,111
2025-08-02,B002,3769.81,1030.01,1765.97,65
2025-08-02,B003,3707.24,759.6,1535.65,60
2025-08-02,B004,5064.46,2046.03,1901.78,101
2025-08-02,B005,4333.0,871.94,1979.85,69
2025-08-02,B006,2834.16,535.19,1251.68,46
2025-08-02,B008,2727.89,412.95,1163.8,42
2025-08-03,B001,5478.07,1974.03,2013.77,105
2025-08-03,B002,4226.38,980.67,1611.22,74
2025-08-03,B003,3397.48,698.58,1380.32,58
2025-08-03,B004,4497.02,2125.43,1919.34,85
2025-08-03,B005,3544.67,717.4,1622.9,57
2025-08-03,B006,2891.04,541.86,1298.21,48
2025-08-03,B008,2577.78,434.42,960.11,40
2025-08-04,B001,5500.46,1914.34,2350.69,103
2025-08-04,B002,3882.1,939.72,1857.2,71
2025-08-04,B003,3280.09,591.87,1261.18,48
2025-08-04,B004,4601.72,2125.04,1971.08,90
2025-08-04,B005,3732.13,860.59,1398.86,63
2025-08-04,B006,2461.01,460.6,1181.39,40
2025-08-04,B008,2410.15,382.35,1123.65,35
2025-08-05,B001,5024.01,2070.14,2032.04,92
2025-08-05,B002,3457.31,919.4,1344.57,55
2025-08-05,B003,3268.05,590.33,1229.75,57
2025-08-05,B004,4157.36,1860.47,1920.39,89
2025-08-05,B005,3893.71,898.03,1423.26,71
2025-08-05,B006,2868.61,507.51,1054.8,50
2025-08-05,B008,2396.99,359.07,1070.94,35
2025-08-06,B001,5149.99,2194.76,1991.51,91
2025-08-06,B002,3640.29,883.21,1353.47,57
2025-08-06,B003,3743.93,774.94,1517.11,66
2025-08-06,B004,4524.67,2042.06,1771.12,87
2025-08-06,B005,3413.56,760.77,1235.09,60
2025-08-06,B006,2557.0,432.82,1220.24,40
2025-08-06,B008,2755.64,415.45,1068.7,43
2025-08-07,B001,5462.35,2061.73,2384.97,103
2025-08-07,B002,4436.63,1039.25,1801.83,76
2025-08-07,B003,3445.28,622.47,1290.84,50
2025-08-07,B004,4534.31,1774.69,1712.47,81
2025-08-07,B005,4017.06,891.64,1467.35,69
2025-08-07,B006,2613.9,442.6,1145.02,43
2025-08-07,B008,2839.23,457.39,1226.58,47
2025-08-08,B001,4800.97,1740.38,1771.8,82
2025-08-08,B002,3352.24,868.3,1284.94,51
2025-08-08,B003,3095.51,545.81,1290.67,48
2025-08-08,B004,3793.02,1496.23,1563.03,70
2025-08-08,B005,2963.75,705.39,1443.71,55
2025-08-08,B006,2617.3,447.91,1144.66,37
2025-08-08,B008,2005.51,347.2,911.06,33
2025-08-09,B001,5386.44,2133.05,2130.26,96
2025-08-09,B002,4138.12,1013.97,1745.7,68
2025-08-09,B003,3550.33,674.26,1406.84,54
2025-08-09,B004,4469.01,1807.98,1897.75,83
2025-08-09,B005,3628.41,735.12,1331.16,65
2025-08-09,B006,2870.8,552.24,1176.29,45
2025-08-09,B008,2397.03,399.1,892.95,42
2025-08-10,B001,5152.23,2124.8,2385.76,105
2025-08-10,B002,3975.43,991.92,1566.38,69
2025-08-10,B003,3720.47,714.96,1800.09,67
2025-08-10,B004,4388.16,2064.23,1798.58,91
2025-08-10,B005,3622.01,788.82,1319.39,59
2025-08-10,B006,2909.81,494.56,1314.62,46
2025-08-10,B008,2288.25,387.54,968.77,39
2025-08-11,B001,5107.39,2057.57,2293.72,95
2025-08-11,B002,3773.13,1011.09,1606.86,66
2025-08-11,B003,3419.38,710.58,1505.22,58
2025-08-11,B004,5075.68,2087.12,1845.82,107
2025-08-11,B005,3976.23,847.23,1815.02,73
2025-08-11,B006,2921.06,500.15,1088.55,48
2025-08-11,B008,2419.18,382.96,1078.86,40
2025-08-12,B001,5098.19,2023.64,2438.72,106
2025-08-12,B002,3716.82,899.22,1347.58,65
2025-08-12,B003,3404.76,693.91,1477.14,51
2025-08-12,B004,4300.86,1926.91,1877.06,76
2025-08-12,B005,3625.88,778.95,1575.19,56
2025-08-12,B006,2466.93,449.76,995.84,39
2025-08-12,B008,2620.81,413.96,1152.97,42
2025-08-13,B001,4913.43,1909.49,2310.07,87
2025-08-13,B002,4095.18,1031.14,1627.24,77
2025-08-13,B003,3822.7,714.59,1488.43,58
2025-08-13,B004,4097.28,1897.46,1525.48,84
2025-08-13,B005,3343.59,777.55,1410.28,59
2025-08-13,B006,2839.58,515.46,1133.67,43
2025-08-13,B008,2440.81,400.3,942.18,39
2025-08-14,B001,5315.81,2045.83,2441.27,107
2025-08-14,B002,3576.59,930.81,1688.69,60
2025-08-14,B003,3348.36,694.72,1528.48,55
2025-08-14,B004,5151.76,2224.44,2266.13,94
2025-08-14,B005,3784.67,841.52,1670.85,62
2025-08-14,B006,2749.16,453.29,1043.48,42
2025-08-14,B008,2474.96,398.06,993.51,36
2025-08-15,B001,4064.9,1478.54,1681.31,70
2025-08-15,B002,3505.94,834.2,1536.16,60
2025-08-15,B003,2837.29,509.02,1112.01,42
2025-08-15,B004,3969.43,1724.54,1654.05,75
2025-08-15,B005,2984.74,612.15,1127.44,51
2025-08-15,B006,2498.1,454.07,956.47,37
2025-08-15,B008,2378.67,386.21,862.48,35
2025-08-16,B001,4703.55,1870.72,2223.52,82
2025-08-16,B002,3931.15,956.09,1751.19,72
2025-08-16,B003,3889.54,772.73,1471.31,69
2025-08-16,B004,4815.81,2274.41,2060.47,89
2025-08-16,B005,4120.27,981.78,1618.18,64
2025-08-16,B006,2675.59,438.95,1243.8,44
2025-08-16,B008,2620.43,417.87,1198.29,44
2025-08-17,B001,4992.35,1791.32,1910.92,83
2025-08-17,B002,3818.59,908.19,1667.32,64
2025-08-17,B003,3323.77,687.96,1333.31,55
2025-08-17,B004,4571.5,2173.51,2168.38,83
2025-08-17,B005,3559.82,814.56,1661.64,66
2025-08-17,B006,2926.05,526.68,1373.46,45
2025-08-17,B008,2673.24,450.69,1236.49,45
2025-08-18,B001,5068.8,1888.63,2456.36,97
2025-08-18,B002,4125.21,954.51,1950.0,64
2025-08-18,B003,3334.68,685.38,1370.84,49
2025-08-18,B004,4450.73,1733.69,2078.28,89
2025-08-18,B005,3424.25,809.7,1640.44,56
2025-08-18,B006,2864.04,530.99,1182.33,51
2025-08-18,B008,2625.58,453.34,1266.23,42
2025-08-19,B001,4763.9,1996.13,2159.29,84
2025-08-19,B002,4014.13,1069.5,1809.58,69
2025-08-19,B003,3338.68,648.35,1554.98,51
2025-08-19,B004,4651.82,1785.02,1706.16,84
2025-08-19,B005,3739.84,868.04,1412.51,64
